35846731,Balada de Testaferro,Paul Medrano,"Medrano, Paul",,"=""""","=""""",4,3.67,Milvoces/Secretaría de Cultura,,110,2016,,,2024/07/02,,,read,,,,1,0
38227227,Vicio final,Paul Medrano,"Medrano, Paul",,"=""""","=""""",0,4.33,Editorial Praxis,,91,2015,,,2024/07/02,to-read,to-read (#59),to-read,,,,0,0
36638520,Nieve de mango,Paul Medrano,"Medrano, Paul",,"=""""","=""""",4,3.33,Editorial Praxis,,44,2017,,,2024/07/02,,,read,,,,1,0
42747665,Mentes maravillosas: Los matemáticos que cambiaron el mundo,Ian Stewart,"Stewart, Ian",Joan Lluís Riera,"=""8491990194""","=""9788491990192""",3,3.77,Crítica,Paperback,303,2018,2017,2019/07/10,2019/01/16,"science, biographies","science (#2), biographies (#2)",read,"Totalmente de acuerdo con la selección. Promete mucho la estructura de cada personaje, pero habiendo leído varios libros más de Stewart en su idioma original, no me puedo quitar la sensación de que la traducción no es la mejor y demerita la obra en varios momentos.",,,1,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393355624""","=""9780393355628""",5,4.27,W. W. Norton & Company,Paperback,400,2018,1985,,2024/07/01,"science, education, biographies","science (#1), education (#1), biographies (#1)",read,,,,1,0
15739492,El combate del siglo,Jack London,"London, Jack",Laura Salas,"=""8493856827""","=""9788493856823""",4,3.55,GalloNero Ediciones,Paperback,142,2011,1910,,2024/07/01,,,read,,,,1,0
43035,White Fang,Jack London,"London, Jack",K.A. Applegate,"=""""","=""""",0,4.02,Scholastic Paperbacks,Paperback,252,2001,1906,,2024/07/01,to-read,to-read (#58),to-read,,,,0,0
60869516,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,4.01,Anchor,Kindle Edition,217,2015,1996,,2024/07/01,to-read,to-read (#57),to-read,,,,0,0
8344904,Divorcio en Buda,Sándor Márai,"Márai, Sándor",Judit Xantus Szarvas,"=""8478887040""","=""9788478887040""",0,3.83,Salamandra,Paperback,192,2006,1935,,2024/07/01,,,read,,,,1,0
86658,The Secret Agent,Joseph Conrad,"Conrad, Joseph",John Lyon,"=""0192801694""","=""9780192801692""",0,3.59,Oxford University Press,Paperback,304,2004,1907,,2024/07/01,to-read,to-read (#56),to-read,,,,0,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2024/07/01,to-read,to-read (#55),to-read,,,,0,0
2748,Microserfs,Douglas Coupland,"Coupland, Douglas",,"=""0060987049""","=""9780060987046""",0,3.89,Harper Perennial,Paperback,371,1995,1995,,2024/07/01,to-read,to-read (#54),to-read,,,,0,0
52834989,El rescate,Joseph Conrad,"Conrad, Joseph",David González,"=""8496831531""","=""9788496831537""",0,3.69,Montesinos,Paperback,368,2008,1920,,2024/07/01,to-read,to-read (#53),to-read,,,,0,0
195830934,América del Norte,Nicolás Medina Mora,"Mora, Nicolás Medina",,"=""1641295643""","=""9781641295642""",0,4.12,Soho Press,Hardcover,480,2024,2024,,2024/07/01,to-read,to-read (#52),to-read,,,,0,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",4,4.47,Scribner,Hardcover,400,2016,2016,,2024/07/01,,,read,,,,1,0
2296,"Emergence: The Connected Lives of Ants, Brains, Cities, and Software",Steven Johnson,"Johnson, Steven",,"=""0684868768""","=""9780684868769""",4,3.95,Scribner,Paperback,288,2002,2001,,2024/07/01,,,read,,,,1,0
46180,Julio Cortázar: Rayuela (Critical Guides to Spanish Texts),Robert Brody,"Brody, Robert",,"=""0729300145""","=""9780729300148""",5,4.38,Foyles,Paperback,85,1976,1976,,2024/07/01,,,read,,,,1,0
17406852,La muerte del padre,Karl Ove Knausgård,"Knausgård, Karl Ove","Kirsti Baggethun, Asunción Lorenzo","=""8433978446""","=""9788433978448""",0,4.09,Editorial Anagrama,Paperback,499,2015,2009,,2015/12/20,to-read,to-read (#51),to-read,,,,1,0
3840392,Maten al león,Jorge Ibargüengoitia,"Ibargüengoitia, Jorge",,"=""9682705193""","=""9789682705199""",0,4.13,Joaquín Mortiz,Paperback,187,1992,1969,,2024/07/01,to-read,to-read (#50),to-read,,,,0,0
86198,Los pasos de López,Jorge Ibargüengoitia,"Ibargüengoitia, Jorge",,"=""9682702542""","=""9789682702549""",5,4.03,Joaquín Mortiz,Paperback,172,1987,1982,,2024/07/01,,,read,,,,1,0
2814822,La ley de Herodes,Jorge Ibargüengoitia,"Ibargüengoitia, Jorge",,"=""9682710340""","=""9789682710346""",5,4.10,Booket,Paperback,154,2006,1967,,2024/07/01,,,read,,,,1,0
1660961,Los relámpagos de agosto,Jorge Ibargüengoitia,"Ibargüengoitia, Jorge",,"=""9682700086""","=""9789682700088""",5,3.94,Joaquín Mortiz,Paperback,147,1998,1964,,2024/07/01,,,read,,,,1,0
1660957,Las muertas,Jorge Ibargüengoitia,"Ibargüengoitia, Jorge",,"=""8425328187""","=""9788490061787""",5,4.15,RBA,Paperback,187,2012,1977,,2024/07/01,,,read,,,,1,0
2766862,Instrucciones para vivir en México,Jorge Ibargüengoitia,"Ibargüengoitia, Jorge",,"=""9682704057""","=""9789682704055""",5,4.13,Joaquín Mortiz,Paperback,295,1990,1990,,2024/07/01,,,read,,,,1,0
35265169,Carranza por Carranza,Eduardo Carranza,"Carranza, Eduardo",María Mercedes Carranza,"=""""","=""""",0,5.00,Procultura Editorial La Rosa,Hardcover,176,1985,,,2024/07/01,,,read,,,,1,0
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",0,3.61,Penguin Books,Paperback,307,1976,1957,,2024/07/01,,,read,,,,1,0
2517879,Todas Las Fiestas De Mañana,Miguel  Cane,"Cane, Miguel",Rosa Montero,"=""9707102527""","=""9789707102521""",4,4.04,Ediciones B,Paperback,214,2007,2007,,2024/07/01,,,read,,,,1,0
57401,Don Quijote de la Mancha,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",Real Academia Española,"=""8420467286""","=""9788420467283""",0,3.90,Alfaguara,Hardcover,1249,2004,1605,,2024/07/01,,,read,,,,1,0
202319203,No matarás (Spanish Edition),Ana Sofía González,"González, Ana Sofía",,"=""6073839472""","=""9786073839471""",0,4.11,ALFAGUARA,Kindle Edition,312,2023,,,2024/07/01,to-read,to-read (#49),to-read,,,,0,0
17565948,Lo que no tiene nombre,Piedad Bonnett,"Bonnett, Piedad",,"=""958758533X""","=""9789587585339""",5,4.61,"Alfaguara, S.A.",Paperback,130,2013,2013,,2024/07/01,,,read,,,,1,0
59430811,Últimos días en Berlín,Paloma Sánchez-Garnica,"Sánchez-Garnica, Paloma",,"=""8408249851""","=""9788408249856""",0,4.46,Planeta,Hardcover,648,2021,2021,,2024/07/01,to-read,to-read (#48),to-read,,,,0,0
128717,Endurance,Frank A. Worsley,"Worsley, Frank A.",Patrick O'Brian,"=""0393319946""","=""9780393319941""",0,4.47,W. W. Norton  Company,Paperback,336,2000,1931,,2024/07/01,to-read,to-read (#47),to-read,,,,0,0
23370707,Cien años de soledad (Spanish Edition),Gabriel García Márquez,"Márquez, Gabriel García",,"=""""","=""""",0,4.11,VINTAGE ESPAÑOL,Kindle Edition,271,2014,1967,,2024/07/01,,,read,,,,1,0
8958575,"Inés y la alegría (Episodios de una guerra interminable, #1)",Almudena Grandes,"Grandes, Almudena",,"=""8483832534""","=""9788483832530""",0,4.27,Tusquets,Paperback,729,2010,2010,,2024/07/01,to-read,to-read (#46),to-read,,,,0,0
42104852,Cosas que te pasan en Barcelona cuando tienes 30 años (Spanish Edition),Llucia Ramis,"Ramis, Llucia","Marina Gómez, Jenn Díaz","=""8494893602""","=""9788494893605""",0,3.32,Editorial Barrett,Kindle Edition,221,2018,2008,,2024/07/01,,,read,,,,1,0
1816113,La vorágine,José Eustasio Rivera,"Rivera, José Eustasio",Montserrat Ordóñez,"=""8437609356""","=""9788437609355""",5,3.75,Cátedra,Paperback,390,2003,1924,,2024/07/01,,,read,,,,1,0
60293672,El peligro de estar cuerda,Rosa Montero,"Montero, Rosa",,"=""8432240648""","=""9788432240645""",0,4.13,Seix Barral,Paperback,360,2022,2022,,2024/07/01,to-read,to-read (#45),to-read,,,,0,0
3393242,Nada que ver (Biblioteca Era) (Spanish Edition),Jorge Dorantes,"Dorantes, Jorge",,"=""968411513X""","=""9789684115132""",0,3.83,Ediciones Era,Paperback,128,2001,2001,,2024/05/20,to-read,to-read (#44),to-read,,,,0,0
10777282,El ruletista,Mircea Cărtărescu,"Cărtărescu, Mircea",Marian Ochoa de Eribe,"=""""","=""""",0,4.23,Impedimenta,Paperback,64,2012,2011,,2024/05/15,to-read,to-read (#43),to-read,,,,0,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",5,4.24,Anchor Books,Paperback,368,1999,1997,,2024/05/12,hardcover,hardcover (#4),read,,,,1,0
172870189,La sinfonía de Julia,Mercedes Guerrero,"Guerrero, Mercedes",,"=""8425365678""","=""9788425365676""",0,4.55,Grijalbo,Hardcover,512,2024,,,2024/04/18,"currently-reading, kindle","currently-reading (#19), kindle (#7)",currently-reading,,,,1,0
42069120,Un caballero en Moscú,Amor Towles,"Towles, Amor",Gemma Rovira Ortega,"=""8498388988""","=""9788498388985""",4,4.33,Salamandra,Paperback,509,2018,2016,2024/04/15,2024/01/10,hardcover,hardcover (#3),read,El gozo que es la prosa ligera de quien se toma la escritura en serio.,,,1,0
13506208,Los reconocimientos,William Gaddis,"Gaddis, William",Juan Antonio Santos,"=""8420424420""","=""9788420424422""",0,4.20,Alfaguara,Paperback,1096,1987,1955,,2015/05/20,to-read,to-read (#15),to-read,,,,0,0
78295218,Los que regresan (Alberca Vacía nº 1) (Spanish Edition),Javier Peñalosa,"Peñalosa, Javier",,"=""""","=""""",4,4.00,Ediciones Antílope,Kindle Edition,0,2021,,,2024/03/12,,,read,,,,1,0
59708201,"El libro negro de las horas (Kraken, #1)",Eva García Sáenz de Urturi,"Urturi, Eva García Sáenz de",,"=""8408252852""","=""9788408252856""",0,4.04,Planeta,Hardcover,384,2022,2022,,2024/02/07,to-read,to-read (#42),to-read,,,,0,0
215790,Nieve,Orhan Pamuk,"Pamuk, Orhan",,"=""9707701595""","=""9789707701595""",0,3.61,Alfaguara,Paperback,498,2006,2002,,2024/01/14,to-read,to-read (#41),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",5,4.04,Penguin Books,Paperback,263,1987,1985,2015/02/03,2024/01/14,,,read,,,,1,0
7244748,La paloma,Patrick Süskind,"Süskind, Patrick",,"=""9686005250""","=""9789686005257""",0,3.71,Seix Barral,Paperback,126,2003,1987,,2024/01/14,to-read,to-read (#40),to-read,,,,0,0
175969491,El problema final,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""1644739089""","=""9781644739082""",4,3.68,Alfaguara,Paperback,328,2023,2023,,2023/12/23,,,read,Un grato homenaje a Conan Doyle a modo de novela de Agatha Christie. Más o menos.,,,1,0
146528,A Tale of the Dispossessed,Laura Restrepo,"Restrepo, Laura",Dolores M. Koch,"=""006072370X""","=""9780060723705""",3,3.78,Harper Perennial,Paperback,224,2004,2001,2010/11/14,2011/04/15,,,read,,,,1,0
18909379,Atlas de islas remotas,Judith Schalansky,"Schalansky, Judith",,"=""8494169076""","=""9788494169076""",0,4.23,Nórdica Libros,Hardcover,150,2013,2009,,2023/09/03,to-read,to-read (#39),to-read,,,,0,0
63208866,Dieciséis notas: La pasión oculta de Johann Sebastian Bach,Risto Mejide,"Mejide, Risto",,"=""8425364620""","=""9788425364624""",3,3.58,Grijalbo,Paperback,352,2023,,2023/09/03,2023/08/06,hardcover,hardcover (#2),read,"Para mí, está entre 3 y 4 estrellas. Es una buena lectura alrededor de una vida novelizada de Bach y un par de eventos históricos alrededor de su obra. El mismo autor aclara que algunos hechos sucedieron de forma diferente a como lo cuenta. Al final me voy por tres estrellas por la sencilla razón de que el libro no busca nada (o si hay algo que busca, no lo encuentra).<br/><br/>La lectura es llevadera y agradable, aunque algunos saltos de épocas y un par de personajes secundarios más de los necesarios hacen que en ocasiones uno tenga que buscar la referencia de la fecha o el nombre.<br/><br/>El hilo musical (en el título de cada capítulo) hace que el acompañamiento (a cargo del lector) sea una experiencia muy completa.",,,1,0
7826309,El asedio,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""8420405558""","=""9788420405551""",3,3.59,Alfaguara,Paperback,736,2010,2010,2023/08/30,2012/02/15,,,read,,,,1,0
60458546,Mejor no te lo creas,Jordi  Cruz,"Cruz, Jordi",,"=""8401027195""","=""9788401027192""",0,3.67,Plaza & Janes,Paperback,256,2022,,,2023/08/30,to-read,to-read (#38),to-read,,,,0,0
43261065,The Lion Tracker's Guide To Life,Boyd Varty,"Varty, Boyd",,"=""0358099773""","=""9780358099772""",0,4.32,HarperOne,Hardcover,160,2019,2014,2023/08/30,2022/09/10,,,read,,,,1,0
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""""","=""""",0,4.44,Carroll & Graf Publishers,Hardcover,282,1999,1959,,2023/02/02,to-read,to-read (#37),to-read,,,,0,0
57357992,Rebelión de los oficios inutiles,Daniel Ferreira,"Ferreira, Daniel",,"=""9585118475""","=""9789585118478""",0,4.24,ALFAGUARA,Kindle Edition,249,2020,2014,,2022/09/07,to-read,to-read (#33),to-read,,,,0,0
52049847,The Meaning of Travel: Philosophers Abroad,Emily Thomas,"Thomas, Emily",,"=""019883540X""","=""9780198835400""",0,3.50,"Oxford University Press, USA",Hardcover,256,2020,2020,,2022/12/20,to-read,to-read (#36),to-read,,,,0,0
61433422,Revolución: Una novela,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""8420461474""","=""9788420461472""",3,4.18,Alfaguara,Kindle Edition,436,2022,2022,2022/12/19,2022/12/20,,,read,,,,1,0
52931168,Sidi,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""8420435473""","=""9788420435473""",5,3.99,Alfaguara,Hardcover,376,2019,2019,2019/12/12,2022/11/29,,,read,,,,2,0
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.45,Magrathea Publishing,Kindle Edition,244,2020,2020,,2022/09/21,to-read,to-read (#35),to-read,,,,0,0
6651420,Zen y el arte del mantenimiento de la motocicleta,Robert M. Pirsig,"Pirsig, Robert M.",,"=""8496867528""","=""9788496867529""",0,3.78,Independent Publ. Group,Paperback,480,2012,1974,,2022/09/20,to-read,to-read (#34),to-read,,,,0,0
13974851,La tabla esmeralda,Carla Montero,"Montero, Carla",,"=""8401353106""","=""9788401353109""",3,4.10,Plaza y Janes,Hardcover,722,2012,2012,,2022/09/07,kindle,kindle (#6),read,"Siempre es rico adentrarse en un libro bien versado en arte y que te pasee por los pasillos de museos y salas llenas de cuadros, pero en pocas palabras allí termina el gozo. La prosa es buena pero la trama está llena de lugares comunes y buena parte del final se puede entreleer desde la mitad del libro.",,,2,0
56031809,Volver la vista atrás,Juan Gabriel Vásquez,"Vásquez, Juan Gabriel",,"=""""","=""9789585118379""",0,4.37,Alfaguara,Paperback,475,2020,2020,,2022/09/07,to-read,to-read (#32),to-read,,,,0,0
40886784,Aquellas horas que nos robaron: El desafío de Gilberto Bosques (Spanish Edition),Mónica Castellanos,"Castellanos, Mónica",,"=""6073171161""","=""9786073171168""",0,4.11,GRIJALBO,Kindle Edition,398,2018,,,2022/09/07,to-read,to-read (#31),to-read,,,,0,0
41552709,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,"Wallace-Wells, David",,"=""0525576703""","=""9780525576709""",0,4.01,Tim Duggan Books,Hardcover,310,2019,2019,,2022/05/13,to-read,to-read (#30),to-read,,,,0,0
40232020,El niño que fuimos,Alma Delia Murillo,"Murillo, Alma Delia",,"=""""","=""9786073164471""",5,3.87,Alfaguara,Kindle Edition,176,2018,,2019/02/19,2018/06/17,,,read,,,,1,0
59747973,Las Cicadas,Yael Weiss,"Weiss, Yael",,"=""6078749242""","=""9786078749249""",0,3.83,Elefanta editorial,Paperback,0,2022,,,2021/12/20,to-read,to-read (#29),to-read,,,,0,0
56712924,Klara y el Sol,Kazuo Ishiguro,"Ishiguro, Kazuo",Mauricio Bach,"=""8433980874""","=""9788433980878""",0,3.75,Anagrama,Paperback,334,2021,2021,,2021/12/20,to-read,to-read (#28),to-read,,,,0,0
58355594,El italiano,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""8420460508""","=""9788420460505""",4,4.08,ALFAGUARA,Kindle Edition,400,2021,2021,2021/12/21,2021/12/20,,,read,,,,1,0
38644412,Los divinos,Laura Restrepo,"Restrepo, Laura",,"=""1947783556""","=""9781947783553""",0,3.79,Alfaguara,Paperback,256,2018,2018,,2021/09/14,currently-reading,currently-reading (#18),currently-reading,,,,1,0
1089597,La sangre de los inocentes,Julia Navarro,"Navarro, Julia",,"=""0307391787""","=""9780307391780""",2,4.02,Plaza y Janes,Paperback,780,2007,2007,2021/07/16,2021/07/16,,,read,Innecesariamente largo. Demasiados personajes secundarios sin aporte a la historia.,,,1,0
53430427,El ángel de Múnich,Fabiano Massimi,"Massimi, Fabiano",Francisco Javier González Rovira,"=""842045429X""","=""9788420454290""",3,3.99,Alfaguara,Paperback,515,2020,2020,2021/02/04,2021/01/27,,,read,Entretiene. En general bien escrito. Algo predecible.,,,1,0
771941,Delirio,Laura Restrepo,"Restrepo, Laura",,"=""9587041453""","=""9789587041453""",4,3.94,"Alfaguara, S.A. Grupo Santillana,",Mass Market Paperback,344,2004,2004,,2021/01/27,,,read,,,,1,0
36261368,No fotografíes soldados llorando (Spanish Edition),Jordi Sierra i Fabra,"Fabra, Jordi Sierra i",,"=""1477818391""","=""9781477818398""",3,3.78,Amazon Publishing,Paperback,222,2017,,,2020/08/07,,,read,,,,1,0
34847511,Temporada de huracanes,Fernanda Melchor,"Melchor, Fernanda",,"=""6073152736""","=""9786073152730""",0,4.07,Penguin Random House Grupo Editorial,Paperback,224,2017,2017,,2021/01/27,currently-reading,currently-reading (#17),currently-reading,,,,1,0
146509,El síndrome de Ulises,Santiago Gamboa,"Gamboa, Santiago",,"=""9584211900""","=""9789584211903""",5,4.18,Editorial Planeta,Paperback,365,2005,2005,,2011/04/06,,,read,"Excelente narrativa de un sudamericano en Europa, con mucho de lo mejor de ambos mundos.<br/><br/>Aunque es la segunda parte de una novela autobiográfica, no encuentro mayor problema en leerlo antes que ""Vida feliz de un joven llamado Esteban"", si es que se llegara a leer.<br/><br/>Por cierto, una de mis portadas de libros favoritas:<br/><br/><img src=""http://b3co.com/biblioteca/images/3868F634-4A4D-4043-850E-C78172238ABF-256.png"">",,,1,0
6745991,El Sanador de Caballos,Gonzalo Giner,"Giner, Gonzalo",,"=""8484607070""","=""9788484607076""",4,4.25,Temas de Hoy,Hardcover,800,2008,2008,2020/07/12,2020/07/04,,,read,"Lectura fácil y bien construida.<br/><br/>La historia es buena, es fácil de seguir, lectura ligera,  bien construida con investigación histórica y técnica muy bien hecha. Tiene algunas escenas medio difíciles de creer, pero al final no afectan el resultado, con un final no necesariamente sorprendente. El viaje al que lleva al lector, por la conflictiva península ibérica del siglo XII está realmente bien construido.",,,1,0
19548226,La historia de mis dientes,Valeria Luiselli,"Luiselli, Valeria",,"=""""","=""9786077781615""",0,3.48,Sexto Piso,Paperback,154,2020,2013,,2020/07/10,to-read,to-read (#27),to-read,,,,0,0
29480081,Fachadas Bogotanas,Lizeth León Borja,"Borja, Lizeth León",,"=""""","=""9789584675439""",4,3.59,Ediciones Milserifas,,,2015,,,2018/07/02,,,read,"Belleza de ilustraciones, belleza de objeto, le falta un poco al texto…",,,1,0
53037348,Será larga la noche,Santiago Gamboa,"Gamboa, Santiago",,"=""9585496712""","=""9789585496712""",5,3.80,ALFAGUARA,Kindle Edition,424,2019,2019,2019/11/15,2019/11/12,,,read,,,,1,0
3993268,Pizzería Kamikaze y otros relatos,Etgar Keret,"Keret, Etgar",,"=""8498411947""","=""9788498411942""",4,3.96,Siruela,Paperback,123,2008,2001,2011/11/01,2011/10/27,,,read,,,,1,0
1785896,"El Último Catón (Catón, #1)",Matilde Asensi,"Asensi, Matilde",,"=""8497598032""","=""9788497598033""",3,3.93,DeBolsillo,Paperback,631,2003,2001,2020/01/07,2020/01/02,,,read,,,,1,0
6404125,La soledad de los números primos,Paolo Giordano,"Giordano, Paolo",,"=""""","=""9788498382051""",4,3.64,Salamandra,Paperback,288,2009,2008,2020/01/02,2011/04/06,,,read,,,,1,0
890680,Érase una vez el amor pero tuve que matarlo. Música de Sex Pistols y Nirvana,Efraim Medina Reyes,"Reyes, Efraim Medina",,"=""8423336603""","=""9788423336609""",0,3.62,Ediciones Destino,Paperback,220,2004,2002,,2019/11/13,to-read,to-read (#26),to-read,,,,0,0
46121368,Espía y traidor: La mayor historia de espionaje de la Guerra Fría (Tiempo de Historia) (Spanish Edition),Ben Macintyre,"Macintyre, Ben",Efrén del Valle,"=""8491991301""","=""9788491991304""",0,4.51,Editorial Crítica,Kindle Edition,596,2019,2018,,2019/06/25,to-read,to-read (#25),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.23,"Little, Brown and Company",Hardcover,393,2018,2018,,2019/01/16,currently-reading,currently-reading (#16),currently-reading,,,,1,0
1173855,Veinticuatro horas en la vida de una mujer,Stefan Zweig,"Zweig, Stefan",María Daniela Landa,"=""8495359391""","=""9788495359391""",4,3.91,Acantilado,Paperback,104,2001,1927,2019/06/18,2019/02/19,,,read,,,,1,0
42424459,Lluvia,Karina Pacheco Medrano,"Medrano, Karina Pacheco",,"=""""","=""9786124379130""",4,3.60,Editorial Planeta Peru S.A.,Paperback,112,2018,,2019/06/12,2019/06/18,,,read,,,,1,0
27843845,La forma de las ruinas,Juan Gabriel Vásquez,"Vásquez, Juan Gabriel",,"=""9588883946""","=""9789588883946""",0,3.96,Alfaguara,Paperback,560,2015,2015,,2016/01/12,currently-reading,currently-reading (#11),currently-reading,,,,1,0
18050082,"Dispara, yo ya estoy muerto",Julia Navarro,"Navarro, Julia",,"=""0345805267""","=""9780345805263""",2,4.35,Vintage Espanol,Paperback,912,2013,2013,2019/01/16,2018/01/24,,,read,,,,1,0
30062510,El Expreso del Sol,Tomás González,"González, Tomás",,"=""9584250132""","=""9789584250131""",4,3.87,Seix Barral,Hardcover,172,2016,,2018/08/08,2018/07/02,,,read,,,,1,0
24935526,Camino de ida,Carlos Salem,"Salem, Carlos",,"=""8416259011""","=""9788416259014""",4,3.54,Navona Negra,Paperback,256,2014,2007,2016/03/22,2016/02/04,,,read,,,,1,0
34731718,Criacuervo,Orlando Echeverri Benedetti,"Benedetti, Orlando Echeverri",,"=""9585965267""","=""9789585965263""",4,4.13,Angosta Editores,Paperback,211,2017,,2018/07/17,2018/07/02,,,read,,,,1,0
38885118,Cómo contar hasta el infinito,Marcus du Sautoy,"Sautoy, Marcus du",Pablo Álvarez Ellacuría,"=""841705958X""","=""9788417059583""",0,3.60,Blackie Books,Hardcover,69,2018,,,2018/07/12,to-read,to-read (#24),to-read,,,,0,0
1365225,Las batallas en el desierto,José Emilio Pacheco,"Pacheco, José Emilio",,"=""9684114737""","=""9789684114739""",0,4.13,Editorial Era,Paperback,72,2005,1981,,2018/07/02,,,read,,,,1,0
28922720,La llamada de lo salvaje,Jack London,"London, Jack","Javier Olivares, Héctor Arnau","=""""","=""9788416440481""",5,3.90,Nórdica ,Paperback,176,2016,1903,2018/05/22,2018/02/06,,,read,,,,1,0
2151439,La herencia de Eszter,Sándor Márai,"Márai, Sándor",,"=""8495971704""","=""9788495971708""",0,3.71,Quinteto,Paperback,189,2003,1939,,2018/05/23,to-read,to-read (#23),to-read,,,,0,0
6088256,Las teorías salvajes,Pola Oloixarac,"Oloixarac, Pola",,"=""9872479704""","=""9789872479701""",4,2.88,Editorial Entropía,Paperback,252,2008,2008,,2011/05/14,,,read,,,,1,0
12235327,El año de la plaga,Marc Pastor,"Pastor, Marc",Marta Alcaraz,"=""""","=""9788498678437""",4,3.69,RBA,Paperback,382,2010,2010,2018/02/14,2018/01/24,,,read,,,,1,0
35832083,"Eva (Falcó, #2)",Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""8420432660""","=""9788420432663""",4,3.85,Alfaguara,ebook,400,2017,2017,2018/01/17,2018/01/13,,,read,,,,1,0
12794631,La luz difícil,Tomás González,"González, Tomás",,"=""9587582535""","=""9789587582536""",5,4.10,Alfaguara,Paperback,137,2011,2008,2017/11/07,2017/10/29,kindle,kindle (#5),read,,,,1,0
32996314,Las mutaciones,Jorge Comensal,"Comensal, Jorge",,"=""6079707020""","=""9786079707026""",4,3.84,Ediciones Antílope,Paperback,208,2016,2016,2017/11/27,2017/08/20,,,read,,,,1,0
17841510,La mano de la buena fortuna,Goran Petrović,"Petrović, Goran",,"=""607778141X""","=""9786077781417""",0,4.26,Sexto Piso Editorial,Paperback,296,2012,2000,,2017/11/08,currently-reading,currently-reading (#15),currently-reading,,,,1,0
10314376,The Prague Cemetery,Umberto Eco,"Eco, Umberto",Richard Dixon,"=""0547577532""","=""9780547577531""",0,3.50,Houghton Mifflin Harcourt,Hardcover,445,2011,2010,,2017/11/08,to-read,to-read (#22),to-read,,,,0,0
